local ID,Correct Document ID,person_name,Update_Person_Note_1,role,Update Role to ,Source Data from https://docs.google.com/spreadsheets/d/1FOGLzWUCnqeR9FoqH_sUAKdSa6-gG1Rc5ncKtoT5p4k/edit#gid=684112097,related_people_original
325.0,Carte_Turche_280,Koloz Kadısı,delete,Addressee,,,
326.0,Carte_Turche_280,Şeyh Mehmed,,undetermined,,,
328.0,Carte_Turche_284,Galatalı Sova,delete,undetermined,,,
330.0,Carte_Turche_285,Kalfa Mehmed Paşa,,Mentioned,,,
329.0,Carte_Turche_285,Rabbi Musa,,undetermined,,,
331.0,Carte_Turche_288,Veziriazam Nasuh Paşa,Nasuh Paşa - Vezir-i Azam,Sender,,,
333.0,Carte_Turche_29,[Cristoforo di Bonà?],,Mentioned,,,
332.0,Carte_Turche_29,Seyyid Ahmed(current defterdar of Cyprus) Süleyman Paşa Mahmud ( current defterdar of Egypt) Mansur oğlu Mehmed Bey (Sancakbeyi and emin of Tripoli) Hristofolu (dragoman),parse,undetermined,,,Porte|Sender|Seyyid Ahmed(current defterdar of Cyprus) Süleyman Paşa Mahmud ( current defterdar of Egypt) Mansur oğlu Mehmed Bey (Sancakbeyi and emin of Tripoli) Hristofolu (dragoman)|[Cristoforo di Bonà?]|Mentioned
335.0,Carte_Turche_291,Boğazhisar dizdarlarına,delete,Addressee,,,
334.0,Carte_Turche_291,Boğazhisar kadıları,delete,Addressee,,,
336.0,Carte_Turche_291,Marona,,undetermined,,,
337.0,Carte_Turche_292,Avlonya Kadısı,delete,Addressee,,,
339.0,Carte_Turche_293,Derya Reis,delete,undetermined,,,
340.0,Carte_Turche_293,Mustafa Ağa,,Mentioned,,,
338.0,Carte_Turche_293,Vuko,,undetermined,,,
342.0,Carte_Turche_294,Derviş Mehmed,,Mentioned,,,
341.0,Carte_Turche_294,Venedik Balyosu,delete,Sender,,,
343.0,Carte_Turche_295,Murad Ağa,,undetermined,,,
344.0,Carte_Turche_296,Grand Vizier,delete,Sender,,,
347.0,Carte_Turche_297,Boğazhisar Dizdarları,delete,Addressee,,,
346.0,Carte_Turche_297,Boğazhisar kadısı,delete,Addressee,,,
348.0,Carte_Turche_297,Corci Custinyan,,undetermined,,,
345.0,Carte_Turche_297,Venedik'e varınca derya yalılarında olan Kadıları,delete,Addressee,,,
350.0,Carte_Turche_298,92 Muslim merchants,delete,Sender,,,
352.0,Carte_Turche_298,Matiyo Bartolo,,undetermined,,,
349.0,Carte_Turche_298,Petro,,Addressee,,,
351.0,Carte_Turche_298,Viçenço Corci,,undetermined,,,
354.0,Carte_Turche_299,Françesko,,undetermined,,,
353.0,Carte_Turche_299,Hüccet see the previous document,delete,Sender,,,
355.0,Carte_Turche_299,Pedro,,undetermined,,,
358.0,Carte_Turche_30,Mansur oğlu Mehmed Bey (Sancakbeyi and emin of Tripoli),Mansur oğlu Mehmed Bey - Tripoli Sancakbeyi ve Emini,undetermined,,,
356.0,Carte_Turche_30,Seyyid Ahmed (current defterdar of Cyprus),Seyyid Ahmed - Kıbrıs Defterdarı,undetermined,,,
357.0,Carte_Turche_30,Süleyman Paşa Mahmud (current defterdar of Egypt),Süleyman Mahmud Paşa - Mısır defterdarı,undetermined,,,
359.0,Carte_Turche_300,names of 92 Muslim merchants,delete,undetermined,,,
360.0,Carte_Turche_301,Kilis Kadısı,delete,Addressee,,,
361.0,Carte_Turche_302,Vireli Halil,,undetermined,,,
364.0,Carte_Turche_303,Herkese Dizdarı,delete,Addressee,,,
363.0,Carte_Turche_303,Hersek Kadısı,delete,undetermined,,,
365.0,Carte_Turche_303,Hersek Nefer Ağaları,delete,Addressee,,,
362.0,Carte_Turche_303,"Kilis Dizdarı, Kilis Nefer Ağaları",delete,Addressee,,,
366.0,Carte_Turche_304,Mehmed Bostanyan,,Sender,,,
367.0,Carte_Turche_305,Kirka Sancakbeyi,delete,Addressee,,,
368.0,Carte_Turche_306,"Bosnada olan
Defterdarlar",delete,Addressee,,,
369.0,Carte_Turche_306,Sender,delete,undetermined,,,
370.0,Carte_Turche_307,Hacı Turak,,undetermined,,,
371.0,Carte_Turche_308,Akdeniz adalarında olan Ahmed Bey,,Addressee,,,
372.0,Carte_Turche_308,İsmail Kethüda,Ismail - Kethüda,Sender,,,
373.0,Carte_Turche_308,Petro Yolini,,undetermined,,,
374.0,Carte_Turche_309,İsmail Ağa,,Mentioned,,,
375.0,Carte_Turche_31,Nova kadısı,delete,Addressee,,,
376.0,Carte_Turche_310,"Bervet (Boroti, Baruti) [=Brutti, Christoforo]",,undetermined,,,
378.0,Carte_Turche_311,Hüseyin Paşa,,undetermined,,,
377.0,Carte_Turche_311,Kudüs-i Şerif Sancakbeyi,delete,Addressee,,,
379.0,Carte_Turche_312,Resiybanl Gavaro,,undetermined,,,
380.0,Carte_Turche_313,"Venedik, balyosu",delete,Sender,,,
381.0,Carte_Turche_315,Pinayoti Mikala,,undetermined,,,
382.0,Carte_Turche_317,Draç kalesindeki neferat Ağaları,delete,Addressee,,,
383.0,Carte_Turche_317,Kavaim,,undetermined,,,
384.0,Carte_Turche_318,Mustafa ağa,,undetermined,,,
385.0,Carte_Turche_318,Süleyman,,undetermined,,,
386.0,Carte_Turche_319,Kadı,delete,Sender,,,
388.0,Carte_Turche_320,Anton Garilo,,undetermined,,,
387.0,Carte_Turche_320,Lika Kadısı,delete,Addressee,,,
389.0,Carte_Turche_320,Payzen Ahmed,,undetermined,,,
390.0,Carte_Turche_321,Anton Garofalo,,undetermined,,,
393.0,Carte_Turche_321,Halil,,undetermined,,,
392.0,Carte_Turche_321,Hüdaverdi,,undetermined,,,
391.0,Carte_Turche_321,Osman,,undetermined,,,
394.0,Carte_Turche_323,Boğazhisar muhafızları,delete,Addressee,,,
396.0,Carte_Turche_324,derya muhafazasında olan kapudanlar,delete,Addressee,,,
397.0,Carte_Turche_324,kale dizdarları,delete,Addressee,,,
395.0,Carte_Turche_324,Venedikden Asitane-i saadetime varınca olan kadılar,delete,Addressee,,,
398.0,Carte_Turche_324,Yaylakzade,,undetermined,,,
400.0,Carte_Turche_325,Kale dizdarları,delete,Addressee,,,
401.0,Carte_Turche_325,Kethüdalar,delete,Addressee,,,
402.0,Carte_Turche_325,Simon Kantalin Kavalir,"Contarini, Simon",undetermined,,,
399.0,Carte_Turche_325,zikr olunan yerlerdeki Kadılar,delete,Addressee,,,
403.0,Carte_Turche_326,Memalik-i Mahrusemda Kadılar,delete,Addressee,,,
404.0,Carte_Turche_326,zikr olunan kadılıklarda olan voyvodalar,delete,Addressee,,,
405.0,Carte_Turche_327,Venedikden Asitane-i saadetime varınca yol üzerinde olan kadılar,delete,Addressee,,,
406.0,Carte_Turche_328,Simon Kantarin Kavalir,"Contarini, Simon",undetermined,,,
407.0,Carte_Turche_329,Akdeniz cezirelerinde ve ol yalılarda olan Kadılar,delete,Addressee,,,
409.0,Carte_Turche_329,Andon,,undetermined,,,
408.0,Carte_Turche_329,Barut(i) (Boroti),,undetermined,,,
410.0,Carte_Turche_33,Marko Brunca Praştolonk,,undetermined,,,
411.0,Carte_Turche_332,Tunus'da Osman Dayı,,Addressee,,,
412.0,Carte_Turche_333,Osman Dayı,,undetermined,,,
413.0,Carte_Turche_335,Lunardo Vendramin,"Vendramin, Lunardo",undetermined,,,
416.0,Carte_Turche_337,Baba Vasil,,undetermined,,,
417.0,Carte_Turche_337,Corci veled-i Corci,,undetermined,,,
414.0,Carte_Turche_337,Kıbrıs yeniçeri Serdarı,delete,Addressee,,,
415.0,Carte_Turche_337,Lodiko,,Mentioned,,,
418.0,Carte_Turche_338,Sire Kadısı,delete,Addressee,,,
419.0,Carte_Turche_339,Frahone Kirardi,,undetermined,,,
420.0,Carte_Turche_34,İskenderiye Kadısına,delete,Addressee,,,
421.0,Carte_Turche_340,Alkas Balsarin,,undetermined,,,
423.0,Carte_Turche_342,Hevab Garafi,,undetermined,,,
422.0,Carte_Turche_342,Razvan,,Sender,,,
425.0,Carte_Turche_345,Kovem Bedik,,undetermined,,,
424.0,Carte_Turche_345,Şamlı,delete,undetermined,,,
426.0,Carte_Turche_347,Venedik balyosu,delete,Sender,,,
427.0,Carte_Turche_349,Cevan Mesaliye,,undetermined,,,
428.0,Carte_Turche_349,Petro Setrambas,,Mentioned,,,
429.0,Carte_Turche_349,Salomon Levni,,undetermined,,,
430.0,Carte_Turche_350,neferat ağalar under the authority of the Hersek sancak mutasarrif and Nova Kadi,delete,Addressee,,,
432.0,Carte_Turche_351,neferat Ağaları under the authority of the Iskenderiye Sancakbeyi and Ülgün kadisi,delete,Addressee,,,
431.0,Carte_Turche_351,Ülgün Kadısı,delete,Addressee,,,
433.0,Carte_Turche_352,İskenderiye kadılar,delete,Addressee,,,
434.0,Carte_Turche_352,neferat ağaları ın the castles of İskenderiye,delete,Addressee,,,
436.0,Carte_Turche_355,Dimitri veled-i Münmair,,Mentioned,,,
435.0,Carte_Turche_355,Vihcu veled-i Dominiko,,undetermined,,,
438.0,Carte_Turche_357,Boriti,Borisi,undetermined,,,
437.0,Carte_Turche_357,Kudüs-i Şerif Beyi,delete,Addressee,,,
439.0,Carte_Turche_362,İlbasan Kadısı,delete,Addressee,,,
440.0,Carte_Turche_364,Mısır beylerbeyi,delete,Addressee,,,
441.0,Carte_Turche_368,Şeyhülislam,delete,Sender,,,
442.0,Carte_Turche_373,Draç Kalesi Dizdarı,delete,Addressee,,,
443.0,Carte_Turche_373,Draç nefer Ağaları,delete,Addressee,,,
444.0,Carte_Turche_373,Sebastiyan Korini,,undetermined,,,
446.0,Carte_Turche_374,Ali Bey oğlu Hamid Çavuş,Ali Bey oğlu Hamid - Çavuş,undetermined,,,
445.0,Carte_Turche_374,Ensar Ağa,,Mentioned,,,
447.0,Carte_Turche_374,Mahmud Çavuş,Mahmud - Çavuş,Mentioned,,,
448.0,Carte_Turche_375,Kudüs-i Şerif beyi,delete,Addressee,,,
450.0,Carte_Turche_377,Kapudan Receb Paşa,Recep Paşa - Kapudan,Sender,,,
449.0,Carte_Turche_377,Sakız Mukataa Eminleri,delete,Addressee,,,
455.0,Carte_Turche_379,Emin Hasan,,Sender,,,
454.0,Carte_Turche_379,Gelibolu Voyvodası,delete,undetermined,,,
451.0,Carte_Turche_379,Kilidülbahr dizdarı,delete,Addressee,,,
453.0,Carte_Turche_379,Sultaniyye Dizdarı,delete,Addressee,,,
452.0,Carte_Turche_379,Sultaniyye Kadısı,delete,Addressee,,,
456.0,Carte_Turche_38,Pervane (a resident of Kilis),Pervane - Kilis sakini,undetermined,,,
460.0,Carte_Turche_381,Frac(h)evan,,undetermined,,,
457.0,Carte_Turche_381,Memalik-i Mahrusamda olan Kadılar,delete,Addressee,,,
459.0,Carte_Turche_381,Memalik-i Mahrusamda olan Subaşılar,delete,Addressee,,,
458.0,Carte_Turche_381,Memalik-i Mahrusamda olan voyvodalar,delete,Addressee,,,
461.0,Carte_Turche_382,Fraci Valimo,,undetermined,,,
463.0,Carte_Turche_383,Anco veled-i Domaniko,,Mentioned,,,
462.0,Carte_Turche_383,İseppo Alberci,"Alberci, Iseppo",undetermined,,,
464.0,Carte_Turche_386,Vranalu Halil,,undetermined,,,
465.0,Carte_Turche_389,Mora Beyi,delete,Addressee,,,
466.0,Carte_Turche_389,"Vranyalu Halil (there has been many variations of Halil's name: Vranalu, Vranyalu, Virelu etc in previous documents related to him)",Vranalu Halil,undetermined,,,
468.0,Carte_Turche_39,Donato Marçilo,,Mentioned,,,
467.0,Carte_Turche_39,Mansuroğlu Mehmed Bey,,undetermined,,,
470.0,Carte_Turche_390,Bosna Kadılar,delete,Addressee,,,
469.0,Carte_Turche_390,Bosna Kadısı,delete,Addressee,,,
473.0,Carte_Turche_391,Hersek Beyi,delete,Addressee,,,
471.0,Carte_Turche_391,İzvornik Beyi,delete,Addressee,,,
472.0,Carte_Turche_391,İzvornik Kadısı,delete,Addressee,,,
474.0,Carte_Turche_391,Kilis Beyi,delete,Addressee,,,
475.0,Carte_Turche_393,Kaymakam Korucu Mehmed Paşa,Korucu Mehmed Paşa - Kaymakam,Sender,,,
479.0,Carte_Turche_394,"Kapudan-i Derya, Receb Paşa",Recep Paşa - Kapudan-ı Derya,undetermined,,,
480.0,Carte_Turche_394,Korucu Mehmed Paşa,,undetermined,,,
476.0,Carte_Turche_394,Venedikden Cezire-i Kıbrıs'a ve İskenderiye İskelerine varınca kadılar,delete,Addressee,,,
478.0,Carte_Turche_394,Venedikden Cezire-i Kıbrıs'a ve İskenderiye İskelerine varınca leb-i deryada olan kale dizdarları,delete,Addressee,,,
477.0,Carte_Turche_394,Venedikden Cezire-i Kıbrıs'a ve İskenderiye İskelerine varınca muhafazada olan kapudanlar,delete,Addressee,,,
485.0,Carte_Turche_396,Hasan Galata,,Mentioned,,,
483.0,Carte_Turche_396,Tunus Neferat Ağaları,delete,Addressee,,,
481.0,Carte_Turche_396,Tunus'da olan dayılar,delete,Addressee,,,
482.0,Carte_Turche_396,Tunus'da olan Yeniçeri ağası,delete,Addressee,,,
484.0,Carte_Turche_396,Zülfikar,,undetermined,,,
488.0,Carte_Turche_397,Bölükbaşları,,Addressee,,,
492.0,Carte_Turche_397,Kapudan-ı Derya Receb Paşa,Recep Paşa - Kapudan-ı Derya,Sender,,,
487.0,Carte_Turche_397,Kethüdası,delete,Addressee,,,
490.0,Carte_Turche_397,Odabaşları,delete,Addressee,,,
489.0,Carte_Turche_397,Yayabaşları,delete,undetermined,,,
486.0,Carte_Turche_397,Yeniçeri ağası,delete,Addressee,,,
491.0,Carte_Turche_397,Yeniçeri yoldaşları,delete,Addressee,,,
497.0,Carte_Turche_40,Arvanid,,Mentioned,,,
500.0,Carte_Turche_40,Kosta Rasa,,Mentioned,,,
495.0,Carte_Turche_40,Makromali,,undetermined,,,
503.0,Carte_Turche_40,Manolis Kareokiris,,Mentioned,,,
496.0,Carte_Turche_40,Mensuriyani,,undetermined,,,
504.0,Carte_Turche_40,Nikolas Hal(i)kas,,Mentioned,,,
494.0,Carte_Turche_40,Papa Pandili Vadimo,,Mentioned,,,
498.0,Carte_Turche_40,Papaz oğlu Kiryakos,,undetermined,,,
502.0,Carte_Turche_40,Piero Kosta Dimos,,Mentioned,,,
499.0,Carte_Turche_40,Sidiri Zakiri,,undetermined,,,
493.0,Carte_Turche_40,Yarakob(u) (Va) Di Yorgi,,undetermined,,,
501.0,Carte_Turche_40,Yohan Garratos,,Mentioned,,,
505.0,Carte_Turche_401,Kapu Kethüdası Süleyman,Süleyman - Kapu Kethüdası,Sender,,,
509.0,Carte_Turche_402,Mısırdan Kudüs-i Şerife gelince deryada ve karada yol üzerinde iskele eminleri,delete,undetermined,,,
507.0,Carte_Turche_402,Mısırdan Kudüs-i Şerife gelince deryada ve karada yol üzerinde olan kadılar,delete,Addressee,,,
508.0,Carte_Turche_402,Mısırdan Kudüs-i Şerife gelince deryada ve karada yol üzerinde olan kale dizdarları,delete,Addressee,,,
506.0,Carte_Turche_402,Mısırdan Kudüs-i Şerife gelince deryada ve karada yol üzerinde olan sancakbeyleri,delete,Addressee,,,
510.0,Carte_Turche_402,Mısırdan Kudüs-i Şerife gelince deryada ve karada yol üzerinde subaşıları,delete,Addressee,,,
511.0,Carte_Turche_403,Cerolimo Koskalini,,undetermined,,,
512.0,Carte_Turche_404,Ceralimo Koskar(l)ini,,Mentioned,,,
514.0,Carte_Turche_407,Venedikden Cezire-i Kıbrıs ve İskenderun iskelesine varınca dergah muhafazasında ve leb-i deryada kale dizdarları,delete,Addressee,,,
513.0,Carte_Turche_407,Venedikden Cezire-i Kıbrıs ve İskenderun iskelesine varınca dergah muhafazasında ve leb-i deryada olan kadılar,delete,Addressee,,,
516.0,Carte_Turche_409,Mehmed Ağa,,Mentioned,,,
515.0,Carte_Turche_409,Rumeli Kazaskeri Hüseyin,Hüseyin - Rumeli Kazaskeri,Sender,,,
517.0,Carte_Turche_41,Mehmed (emin of Trablusşam and sancak bey of Cebel),Mehmed - Trablusşam Emini ve Cebel Sancakbeyi,Mentioned,,,
518.0,Carte_Turche_410,(gap in the text) Kadısı,delete,Addressee,,,
519.0,Carte_Turche_411,Ferhad Bey,,undetermined,,,
520.0,Carte_Turche_411,Yakmo Suranco,"Soranzo, Giacomo",Mentioned,,,
521.0,Carte_Turche_414,Murtaza Paşa,,undetermined,,,
522.0,Carte_Turche_416,Preveze Kadısı,delete,Addressee,,,
524.0,Carte_Turche_417,Venedik'den Südde-i Saadetime gelince yolda olan dizdarlara,delete,Addressee,,,
523.0,Carte_Turche_417,Venedik'den Südde-i Saadetime gelince yolda olan kadılar,delete,Addressee,,,
526.0,Carte_Turche_418,Sebastiyan Vitir,"Venier, Sebastian",undetermined,,,
525.0,Carte_Turche_418,Venedik'den Südde-i Saadetime gelince olan kadılar,delete,Addressee,,,
528.0,Carte_Turche_419,Paşa,delete,Sender,,,
527.0,Carte_Turche_419,Preveze kadısı,delete,Addressee,,,
531.0,Carte_Turche_42,Hamdi Süleyman,,undetermined,,,
532.0,Carte_Turche_42,İbrahim bin Mehmed,,Mentioned,,,
530.0,Carte_Turche_42,Kasım bin Mahmud,,Mentioned,,,
529.0,Carte_Turche_42,Mürvet bin Temür,,undetermined,,,
533.0,Carte_Turche_420,İskenderiye Kadılar,delete,Addressee,,,
534.0,Carte_Turche_422,Delvine kadısı,delete,Addressee,,,
535.0,Carte_Turche_424,liva-i mezburede olan kadılar,delete,Addressee,,,
536.0,Carte_Turche_425,Kaymakam Korucu Paşa,Korucu Paşa - Kaymakam,Sender,,,
537.0,Carte_Turche_427,(gap in the text) kadısına,delete,Addressee,,,
538.0,Carte_Turche_427,Barut,,undetermined,,,
540.0,Carte_Turche_428,Haydar,,undetermined,,,
539.0,Carte_Turche_428,Rumeli Kadıaskeri Mehmed,Mehmed - Rumeli Kazaskeri,Sender,,,
542.0,Carte_Turche_429,Kadıasker Mehmed,Mehmed - Kadıasker,undetermined,,,
541.0,Carte_Turche_429,Vezir,delete,Sender,,,
543.0,Carte_Turche_43,Yarolimo Lipamano Kavalir,"Lipomano, Girolamo",undetermined,,,
545.0,Carte_Turche_430,Bekir Ağa,,undetermined,,,
544.0,Carte_Turche_430,İskender Paşa,,undetermined,,,
546.0,Carte_Turche_431,Murad Paşa,,Mentioned,,,
548.0,Carte_Turche_432,Mehmed Defterdar,Mehmed - Defterdar,Sender,,,
547.0,Carte_Turche_432,Venedik beyleri,delete,Addressee,,,
551.0,Carte_Turche_433,Corcu Buşyan Kavalir,,undetermined,,,
550.0,Carte_Turche_433,Ebubekir Efendi,,Mentioned,,,
549.0,Carte_Turche_433,Resul Hoca,,undetermined,,,
552.0,Carte_Turche_433,Yakamo Marlo,,undetermined,,,
554.0,Carte_Turche_434,Tunus Kethüdası,delete,Addressee,,,
553.0,Carte_Turche_434,Tunus yeniçeri ağası,delete,Addressee,,,
557.0,Carte_Turche_436,Alay Beyi Mehmed b. Hüseyin,,undetermined,,,
556.0,Carte_Turche_436,Pirato Papa,,undetermined,,,
555.0,Carte_Turche_436,Simon Kontarin,"Contarini, Simon",undetermined,,,
559.0,Carte_Turche_437,İbrahim,,undetermined,,,
558.0,Carte_Turche_437,Kaymakam Mehmed Paşa,Mehmed Paşa - Kaymakam,Sender,,,
560.0,Carte_Turche_437,Kerim,,undetermined,,,
562.0,Carte_Turche_438,Asitaneden Venedike oluncaya kadar olan dizdarlar,delete,Addressee,,,
561.0,Carte_Turche_438,Asitaneden Venedike oluncaya kadar olan kadılar,delete,Addressee,,,
564.0,Carte_Turche_439,Simon Kostarin Kavalir,"Contarini, Simon",undetermined,,,
563.0,Carte_Turche_439,Südde-i saadetimden Venedike varınca yol üzerinde olan Kadılar,delete,Addressee,,,
565.0,Carte_Turche_440,Muska (Makarska) Kadısı,delete,Addressee,,,
566.0,Carte_Turche_440,Simon Kontarin Kavalir,"Contarini, Simon",undetermined,,,
568.0,Carte_Turche_444,Corcu Custinyan,,Mentioned,,,
567.0,Carte_Turche_444,Nikolado,,undetermined,,,
569.0,Carte_Turche_445,Fra Gaçinto (Fraka Çinto),,undetermined,,,
570.0,Carte_Turche_446,Ayamavra Kadılar,delete,Addressee,,,
571.0,Carte_Turche_446,Cemariye Gali,,undetermined,,,
572.0,Carte_Turche_448,Kilidü'l-Bahr Dizdarı,delete,Addressee,,,
573.0,Carte_Turche_448,Sultaniye dizdarı,delete,Addressee,,,
577.0,Carte_Turche_449,Andon veled-i Batista,,undetermined,,,
574.0,Carte_Turche_449,Derviş Bey,,undetermined,,,
581.0,Carte_Turche_449,Françesko veled-i Corcu,,Mentioned,,,
582.0,Carte_Turche_449,İstefan veled-i Dimo,,undetermined,,,
579.0,Carte_Turche_449,İzeppo veled-i Batista,,undetermined,,,
576.0,Carte_Turche_449,İzeproro veled-i Françesko,,undetermined,,,
580.0,Carte_Turche_449,Pavlo veled-i Manol Zakiselü,,Mentioned,,,
575.0,Carte_Turche_449,Ulpupo veled-i Lodopko,,Mentioned,,,
578.0,Carte_Turche_449,Venedikli Can Batista veled-i Marko,,Mentioned,,,
585.0,Carte_Turche_450,Kosidra,,undetermined,,,
583.0,Carte_Turche_450,Sakız Beyi,delete,Addressee,,,
584.0,Carte_Turche_450,Yakamo,,undetermined,,,
586.0,Carte_Turche_451,Alkas,,undetermined,,,
589.0,Carte_Turche_452,ol etrafda vaki olan İskele eminleri,delete,Addressee,,,
588.0,Carte_Turche_452,ol etrafda vaki olan Kadılar,delete,Addressee,,,
587.0,Carte_Turche_452,Yanya beyi,delete,Addressee,,,
591.0,Carte_Turche_453,Cevan Cuki,,undetermined,,,
590.0,Carte_Turche_453,Pare Kadısı,delete,Addressee,,,
593.0,Carte_Turche_454,Narda Kadısı,delete,Addressee,,,
594.0,Carte_Turche_454,Padista,delete,Mentioned,,,
592.0,Carte_Turche_454,Yanya Beyi,delete,Addressee,,,
595.0,Carte_Turche_455,Pare kadısına,delete,Addressee,,,
596.0,Carte_Turche_455,"Şehsuvar, kaymakam of Delvine",Şehsuvar - Delvine Kaymakamı,undetermined,,,
597.0,Carte_Turche_456,Patista (Padista) Nikola,,undetermined,,,
601.0,Carte_Turche_457,Tunus bölük başları,delete,Addressee,,,
599.0,Carte_Turche_457,Tunus kethüdası,delete,Addressee,,,
600.0,Carte_Turche_457,Tunus yaya başları,delete,Addressee,,,
598.0,Carte_Turche_457,Tunus Yeniçeri Ağası,delete,Addressee,,,
603.0,Carte_Turche_459,Paşa (gap in the text),delete,undetermined,,,
602.0,Carte_Turche_459,Tunus Yeniçeri ağaları,delete,Addressee,,,
611.0,Carte_Turche_46,Andreya Supana,,Mentioned,,,
607.0,Carte_Turche_46,AndreyaPezo Pezuli,,undetermined,,,
612.0,Carte_Turche_46,Anton Flano,,Mentioned,,,
604.0,Carte_Turche_46,Ayamavralu Kastonun oğlu Avlonyalu Halil,,undetermined,,,
605.0,Carte_Turche_46,Aymavralu Hasanağanın oğlu Krişitli Ahmed,,undetermined,,,
606.0,Carte_Turche_46,İstamati Kosta Yanikoli,,undetermined,,,
608.0,Carte_Turche_46,İstefan Simon,,Mentioned,,,
610.0,Carte_Turche_46,Matyo Fasoli,,Mentioned,,,
614.0,Carte_Turche_46,Rahman Dede Bali,,Mentioned,,,
609.0,Carte_Turche_46,Yani İstomati Dasuli Corci Vassili,parse,undetermined,,,Ayamavra Kadısı|Addressee|Preveze Kadısı|Addressee|Porte|Sender|Ayamavralu Kastonun oğlu Avlonyalu Halil|Aymavralu Hasanağanın oğlu Krişitli Ahmed|Mentioned|İstamati Kosta Yanikoli|AndreyaPezo Pezuli|İstefan Simon|Mentioned|Yani İstomati Dasuli Corci Vassili|Matyo Fasoli|Mentioned|Andreya Supana|Mentioned|Anton Flano|Mentioned|Yusuf bin Hürrem Rakıdi|Mentioned|Rahman Dede Bali|Mentioned
613.0,Carte_Turche_46,Yusuf bin Hürrem Rakıdi,,Mentioned,,,
616.0,Carte_Turche_461,Tunus bölükbaşları,delete,Addressee,,,
618.0,Carte_Turche_461,Tunus dayıları ve sair ihtiyarları,delete,Addressee,,,
620.0,Carte_Turche_461,Tunus gaziler,delete,Addressee,,,
617.0,Carte_Turche_461,Tunus odabaşları,delete,Addressee,,,
615.0,Carte_Turche_461,Tunus yayabaşları,delete,undetermined,,,
619.0,Carte_Turche_461,Tunus yeniçeriler,delete,Addressee,,,
621.0,Carte_Turche_463,"Borod (Baruti, Boroti)",,undetermined,,,
623.0,Carte_Turche_464,"Barut (Borod, Baruti, Boroti)",Borisi,undetermined,,,
622.0,Carte_Turche_464,Haleb'de olan kadısına,delete,Addressee,,,
624.0,Carte_Turche_465,Can Francisko Yarteni,,Mentioned,,,
625.0,Carte_Turche_468,Kilis sancakbeyi,delete,Addressee,,,
626.0,Carte_Turche_468,Milosken oğlu Lezbarcan,,undetermined,,,
628.0,Carte_Turche_469,Taha Paşa,,undetermined,,,
627.0,Carte_Turche_469,Vilayet-i Rımelide vaki olan Kadılar,delete,Addressee,,,
629.0,Carte_Turche_469,Yakmo Mesnoranca,"Mesnoranca, Yakmo",undetermined,,,
630.0,Carte_Turche_469,Zülkadir,,Mentioned,,,
631.0,Carte_Turche_470,Kapucu Mustafa,Mustafa - Kapucu,undetermined,,,
632.0,Carte_Turche_471,Değirmenlik Kadısı,delete,Addressee,,,
633.0,Carte_Turche_471,"Yare (Pare, Para, Paros) Kadısı",delete,undetermined,,,
637.0,Carte_Turche_472,Venedikden Südde-i Saatedime gelince iskele eminleri,delete,Addressee,,,
635.0,Carte_Turche_472,Venedikden Südde-i Saatedime gelince kadılarda olan kale dizdarları,delete,undetermined,,,
634.0,Carte_Turche_472,Venedikden Südde-i Saatedime gelince sancaklarda vaki olan kadılar,delete,Addressee,,,
636.0,Carte_Turche_472,Venedikden Südde-i Saatedime gelince voyvodalar,delete,Addressee,,,
638.0,Carte_Turche_472,Yanoli Yempri,,undetermined,,,
639.0,Carte_Turche_473,Belgrad kadısı,delete,Addressee,,,
643.0,Carte_Turche_473,Sebastiyan Venyi,"Venier, Sebastian",undetermined,,,
641.0,Carte_Turche_473,Venedikden Südde-i Saadetime gelince yol üzerinde kadılar,delete,Addressee,,,
640.0,Carte_Turche_473,Venedikden Südde-i Saadetime gelince yol üzerinde vaki olan Sancakbeyleri,delete,undetermined,,,
642.0,Carte_Turche_473,Venedikden Südde-i Saadetime gelince yol üzerinde voyvodalar,delete,Addressee,,,
644.0,Carte_Turche_474,Nikola Orlando,"Orlando, Nikola",undetermined,,,
645.0,Carte_Turche_475,Akdenizde olan cezirelerin Kadıları,delete,Addressee,,,
646.0,Carte_Turche_476,Anabolu Dizdarı,delete,Addressee,,,
647.0,Carte_Turche_477,Hüseyin Ağa,,undetermined,,,
648.0,Carte_Turche_478,Kaymakam Hüseyin,Hüseyin - Kaymakam,Sender,,,
649.0,Carte_Turche_479,Derviş Ağa,,undetermined,,,
