local ID,Correct Document ID,person_name,Update_Person_Note_1,role,Update Role to ,Source Data from https://docs.google.com/spreadsheets/d/1FOGLzWUCnqeR9FoqH_sUAKdSa6-gG1Rc5ncKtoT5p4k/edit#gid=684112097,related_people_original
1508.0,doc_dragoman_venetian_archive_099,"Brutti, Bartolomeo Zignutello, Piero",,undetermined,,,
1510.0,doc_dragoman_venetian_archive_101,"Alessandri, Vicenzo [""suo compagno,"" not clear whose]",,mentioned,,,
1509.0,doc_dragoman_venetian_archive_101,"Brutti, [Christoforo?]",,undetermined,,,
1511.0,doc_dragoman_venetian_archive_103,"Brutti, [Christoforo]",,undetermined,,,
1512.0,doc_dragoman_venetian_archive_106,"Brutti, [Cristoforo]",,undetermined,,,
1513.0,doc_dragoman_venetian_archive_107,"Brutti, Cristoforo",,undetermined,,,
1514.0,doc_dragoman_venetian_archive_113,"[Armeno, Giovani Molino]","Molino, Giovanni",mentioned,,,
1515.0,doc_dragoman_venetian_archive_114,"Brutti, Bado [Bartolomeo]",,,,,
1516.0,doc_dragoman_venetian_archive_115,"Brutti, [Christoforo jr.?]",,undetermined,,,
1517.0,doc_dragoman_venetian_archive_116,Dragoman of Soldano in Cairo,delete,undetermined,,,
1518.0,doc_dragoman_venetian_archive_117,"Cambi, Nico",,undetermined,,,
1519.0,doc_dragoman_venetian_archive_118,"Cambi, Nicolò",,undetermined,,,
1520.0,doc_dragoman_venetian_archive_119,"Cambil, Nicolò",,undetermined,,,
1521.0,doc_dragoman_venetian_archive_120,"Carli, Rinaldo",,undetermined,,,
1522.0,doc_dragoman_venetian_archive_120,"Fortis, Giacomo Fortis, Pietro",,mentioned,,,
1523.0,doc_dragoman_venetian_archive_120,"see under: Tarsia, Tommaso; Paladino 1917. 9/12/1678: gdl Carli employed by Prov. Gen. in Dalmatia w great satisfacn. info fwded to bailo [Delib. Cost. R. 34, c. 110v]",parse,notary,,,"Carli, Rinaldo|Fortis, Giacomo Fortis, Pietro|mentioned|see under: Tarsia, Tommaso; Paladino 1917. 9/12/1678: gdl Carli employed by Prov. Gen. in Dalmatia w great satisfacn. info fwded to bailo [Delib. Cost. R. 34, c. 110v]|notary"
1524.0,doc_dragoman_venetian_archive_121,"Guerin, Dimitri [previous interpreter, dead]",,mentioned,,,
1525.0,doc_dragoman_venetian_archive_124,"Cernovichio [ Èernoviæ ], Michele",,undetermined,,,
1526.0,doc_dragoman_venetian_archive_130,"Paleologo, Todaro [interprete] Sabadin, Alvise [secretary]",,mentioned,,,
1528.0,doc_dragoman_venetian_archive_132,Marsilio Antonio [Marsilio: notary in Cancelleria Inferiore],,notary,,,
1527.0,doc_dragoman_venetian_archive_132,"Rizzo, Vicenzo [ducal secretary, ""amico et co'padre mio""] Lunardo da Venetia [priest, confessor] Signa, Paulo de [priest from Coron]",parse,mentioned,,,"Civran, Girolamo|Rizzo, Vicenzo [ducal secretary, ""amico et co'padre mio""] Lunardo da Venetia [priest, confessor] Signa, Paulo de [priest from Coron]|mentioned|Marsilio Antonio [Marsilio: notary in Cancelleria Inferiore]|notary"
1529.0,doc_dragoman_venetian_archive_133,"Pedani 2002: 106-7: cites Collegio, notatorio, reg. 22, cc. 153v-154 [12/15/1534: interpreter of grk & trksh & notaio della cancelleria ducale Girolamo Civran must be present at all trasacns w turks]",parse,notary,,,"Civran, Girolamo|Pedani 2002: 106-7: cites Collegio, notatorio, reg. 22, cc. 153v-154 [12/15/1534: interpreter of grk & trksh & notaio della cancelleria ducale Girolamo Civran must be present at all trasacns w turks]|notary"
1530.0,doc_dragoman_venetian_archive_136,"Collini, ?",,undetermined,,,
1531.0,doc_dragoman_venetian_archive_137,"Contarini, Paolo [a propos Venetian giovani di lingua]",,undetermined,,,
1532.0,doc_dragoman_venetian_archive_140,"Correr, Giovanni [on behalf of cozza]",,undetermined,,,
1533.0,doc_dragoman_venetian_archive_141,"Boneti, Francesco [former interpreter, quit job over a year earlier]",,mentioned,,,
1534.0,doc_dragoman_venetian_archive_142,"Cortivo, Sebastiano del Marucini, Lodovico",,undetermined,,,
1535.0,doc_dragoman_venetian_archive_143,"Costanzi, Salvador",,undetermined,,,
1536.0,doc_dragoman_venetian_archive_144,"Crutta, Gasparo",,undetermined,,,
1537.0,doc_dragoman_venetian_archive_146,"Dandolo, Theodulo [Theodolo] suppliche 6/23/1608, 12/2/1608; filza senato",,undetermined,,,
1538.0,doc_dragoman_venetian_archive_147,Rerulin,,mentioned,,,
1539.0,doc_dragoman_venetian_archive_148,Hungarian dragoman,delete,undetermined,,,
1540.0,doc_dragoman_venetian_archive_149,Mufti on Fetfà in proposito di Dragomanare,delete,undetermined,,,
1541.0,doc_dragoman_venetian_archive_149,Salvago dragoman,,mentioned,,,
1542.0,doc_dragoman_venetian_archive_150,Dragomani,delete,undetermined,,,
1543.0,doc_dragoman_venetian_archive_151,Colombina dragomano,,undetermined,,,
1546.0,doc_dragoman_venetian_archive_152,[Francesco] Fortis,"Fortis, Francesco",undetermined,,,
1547.0,doc_dragoman_venetian_archive_152,Giacomo Fortis,"Fortis, Giacomo",undetermined,,,
1548.0,doc_dragoman_venetian_archive_152,Pietro,,undetermined,,,
1545.0,doc_dragoman_venetian_archive_152,Scaramella,,mentioned,,,
1544.0,doc_dragoman_venetian_archive_152,Turchi per dragomano,delete,undetermined,,,
1549.0,doc_dragoman_venetian_archive_153,dragomans,delete,undetermined,,,
1550.0,doc_dragoman_venetian_archive_154,"Emanoel, Filippo",,undetermined,,,
1551.0,doc_dragoman_venetian_archive_154,"Stangha, Marco Antonio [paid his ransom]",,mentioned,,,
1552.0,doc_dragoman_venetian_archive_157,Gesuit interests in Ottoman empire,delete,undetermined,,,
1556.0,doc_dragoman_venetian_archive_158,Amathianò,,undetermined,,,
1553.0,doc_dragoman_venetian_archive_158,"Fighetto, Zorzi",,undetermined,,,
1557.0,doc_dragoman_venetian_archive_158,"Frangià q. Gianni [da Rethimo, sartore in Galatà]",,undetermined,,,
1554.0,doc_dragoman_venetian_archive_158,"Grillo, Ambrosio q. Giacomo [di Pera, dragoman, testifies on behalf of defense]",,mentioned,,,
1555.0,doc_dragoman_venetian_archive_158,"Sanguenazzo, Zorzi q. Zuanne [da Rethimo]",,undetermined,,,
1558.0,doc_dragoman_venetian_archive_159,"Fontana, ?",,undetermined,,,
1564.0,doc_dragoman_venetian_archive_161,Cherubini [patriarcal vicar in Istanbul] Dolisti,,undetermined,,,
1562.0,doc_dragoman_venetian_archive_161,Dominico Olivieri,"Olivieri, Domenico",undetermined,,,
1559.0,doc_dragoman_venetian_archive_161,Fornetti,,undetermined,,,
1565.0,doc_dragoman_venetian_archive_161,Giorgio,,undetermined,,,
1561.0,doc_dragoman_venetian_archive_161,"Navon, Tomaso q. Pasqual [witness, dragoman]",,mentioned,,,
1563.0,doc_dragoman_venetian_archive_161,Olivier Cherubini,"Cherubini, Olivier",undetermined,,,
1560.0,doc_dragoman_venetian_archive_161,"Salvago, Gianesino q. Mattheca [witness, Dragoman]",,mentioned,,,
1567.0,doc_dragoman_venetian_archive_166,Antonio Bagos,,undetermined,,,
1566.0,doc_dragoman_venetian_archive_166,"Fortis, Giacomo Armeno",,undetermined,,,
1568.0,doc_dragoman_venetian_archive_167,"Fortis, Giacomo sr",,undetermined,,,
1569.0,doc_dragoman_venetian_archive_170,"Scaramelli, Francesco",,mentioned,,,
1573.0,doc_dragoman_venetian_archive_171,"Agapito, [Gabriel] [gdl]",,undetermined,,,
1570.0,doc_dragoman_venetian_archive_171,"Alessandri, [Vicenzo] [Secretario]",,mentioned,,,
1572.0,doc_dragoman_venetian_archive_171,"Pace, [Girolamo] [gdl]",,undetermined,,,
1571.0,doc_dragoman_venetian_archive_171,"Tarsia, ? [gdl]",,undetermined,,,
1574.0,doc_dragoman_venetian_archive_172,"Fortis, Piero",,undetermined,,,
1575.0,doc_dragoman_venetian_archive_177,"Fortis, [Pietro?]",,undetermined,,,
1576.0,doc_dragoman_venetian_archive_187,"Scaramella, Francesco",,mentioned,,,
1578.0,doc_dragoman_venetian_archive_189,"[Gio: Battista] Bon, [Andrea]","Bon, Andrea",undetermined,,,
1580.0,doc_dragoman_venetian_archive_189,[Giovanni Antonio] Salvago,,undetermined,,,
1577.0,doc_dragoman_venetian_archive_189,"Fortis, [Pietro] Grillo",,undetermined,,,
1579.0,doc_dragoman_venetian_archive_189,"Tarsia, [Christoforo]",,undetermined,,,
1581.0,doc_dragoman_venetian_archive_190,"Contucci, Francesco [declined position]",,mentioned,,,
1582.0,doc_dragoman_venetian_archive_191,"Garzoni, Camilo di",,undetermined,,,
1583.0,doc_dragoman_venetian_archive_192,"Geracchi, [Giorgio]",,undetermined,,,
1584.0,doc_dragoman_venetian_archive_193,"Geromonaco, Procoro",,undetermined,,,
1585.0,doc_dragoman_venetian_archive_193,"Heparco, Michiel [interpreter]",,mentioned,,,
1586.0,doc_dragoman_venetian_archive_193,"Mar[?]ito, Marc'Antonio Vincentino, Alberto",,undetermined,,,
1587.0,doc_dragoman_venetian_archive_194,"Gioveni, Steffano",,mentioned,,,
1588.0,doc_dragoman_venetian_archive_196,"Gioveni, Steffano di",,undetermined,,,
1589.0,doc_dragoman_venetian_archive_197,"Gonaftes, Zuanne",,undetermined,,,
1590.0,doc_dragoman_venetian_archive_198,"Grillo [Olivieri, Borisi], Caterina",,undetermined,,,
1591.0,doc_dragoman_venetian_archive_199,"Grillo, Ambroso",,undetermined,,,
1592.0,doc_dragoman_venetian_archive_200,"Grillo, Antonio",,undetermined,,,
1593.0,doc_dragoman_venetian_archive_201,"Grillo, [Ambrogio]",,mentioned,,,
1594.0,doc_dragoman_venetian_archive_202,"Grillo, [Ambroso?]",,undetermined,,,
1595.0,doc_dragoman_venetian_archive_207,"Grillo, [Ambrosio] Borisi, [Pietro]",parse,undetermined,,,"Grillo, [Ambrosio] Borisi, [Pietro]"
1596.0,doc_dragoman_venetian_archive_208,"Grillo, A mbroso [Ambrogio]","Grillo, Ambroso",undetermined,,,
1597.0,doc_dragoman_venetian_archive_210,"Grillo, Cattarina",,undetermined,,,
1598.0,doc_dragoman_venetian_archive_212,"Grillo, Gio: Antonio",,undetermined,,,
1599.0,doc_dragoman_venetian_archive_213,"Grillo, [Gio: Antonio]",,undetermined,,,
1600.0,doc_dragoman_venetian_archive_214,"Borisi, [Marc' Antonio]",,mentioned,,,
1601.0,doc_dragoman_venetian_archive_218,"Grillo, [Giovanni Antonio]",,undetermined,,,
1602.0,doc_dragoman_venetian_archive_220,"Grillo, Gio: Antonio Brutti, Cristoforo",parse,undetermined,,,"Grillo, Gio: Antonio Brutti, Cristoforo"
1603.0,doc_dragoman_venetian_archive_221,"Grillo, [Giovanni Antonio] Grillo, Ambrosio",,undetermined,,,
1605.0,doc_dragoman_venetian_archive_222,All the sancak begs,delete,undetermined,,,
1610.0,doc_dragoman_venetian_archive_222,Cenari; Cenazi; [Gianesin,"Salvago, Gianesin",undetermined,,,
1607.0,doc_dragoman_venetian_archive_222,Francesko Kondarin [Francesco Contarini],,undetermined,,,
1606.0,doc_dragoman_venetian_archive_222,kadıs from there to the Sublime; Salvago],delete,undetermined,,,
1608.0,doc_dragoman_venetian_archive_222,Kavalir Zakoyar,,undetermined,,,
1604.0,doc_dragoman_venetian_archive_222,"Porte, Iskeder Paşa in Bosna",İskender Paşa,undetermined,,,
1609.0,doc_dragoman_venetian_archive_222,Venedik beyleri tercümanlarından,delete,undetermined,,,
1620.0,doc_dragoman_venetian_archive_223,"Agapitto, Gabriel [gdl]",,undetermined,,,
1616.0,doc_dragoman_venetian_archive_223,"Bon, Andrea [Dragomano]",,undetermined,,,
1627.0,doc_dragoman_venetian_archive_223,"Borisi, Pietro [gdl]",,undetermined,,,
1630.0,doc_dragoman_venetian_archive_223,"Bruti, Christoforo [gdl]",,undetermined,,,
1623.0,doc_dragoman_venetian_archive_223,"Fortis, Pietro [gdl]",,undetermined,,,
1618.0,doc_dragoman_venetian_archive_223,"Gierachi [Girachi], Giorgio [Dragomano & Vice prottoggiero di Mercanti]",,undetermined,,,
1613.0,doc_dragoman_venetian_archive_223,Gio Battista [Dragomano],,undetermined,,,
1628.0,doc_dragoman_venetian_archive_223,"Grillo, Ambrosio [gdl]",,undetermined,,,
1611.0,doc_dragoman_venetian_archive_223,"Grillo, Gio: Antonio [Dragoman Grande]",,undetermined,,,
1617.0,doc_dragoman_venetian_archive_223,"Navon, Pasqua [Dragomano Prottoggiero di Mercanti]",,undetermined,,,
1615.0,doc_dragoman_venetian_archive_223,"Olivieri, Giovanni [Dragomano]",,undetermined,,,
1621.0,doc_dragoman_venetian_archive_223,"Pace [""Pase""], Marco [gdl]",,undetermined,,,
1626.0,doc_dragoman_venetian_archive_223,"Parada, Michiel [gdl]",,undetermined,,,
1622.0,doc_dragoman_venetian_archive_223,"Piron, Giovanni [gdl]",,undetermined,,,
1612.0,doc_dragoman_venetian_archive_223,"Salvago, Gio: Battista Navon",parse,undetermined,,,"Grillo, Gio: Antonio [Dragoman Grande] Salvago, Gio: Battista Navon, Gio Battista [Dragomano] Tarsia, Christofolo [Dragomano] Olivieri, Giovanni [Dragomano] Bon, Andrea [Dragomano] Navon, Pasqua [Dragomano Prottoggiero di Mercanti] Gierachi [Girachi], Giorgio [Dragomano & Vice prottoggiero di Mercanti] Vecchia, Paulo [gdl] Agapitto, Gabriel [gdl] Pace [""Pase""], Marco [gdl] Piron, Giovanni [gdl] Fortis, Pietro [gdl] Tarsia, Ruggier [gdl] Tarsia, Marco [gdl] Parada, Michiel [gdl] Borisi, Pietro [gdl] Grillo, Ambrosio [gdl] Sanguinazzo, Domenico [gdl] Bruti, Christoforo [gdl] Balsarini, Carlo|mentioned"
1629.0,doc_dragoman_venetian_archive_223,"Sanguinazzo, Domenico [gdl]",,undetermined,,,
1614.0,doc_dragoman_venetian_archive_223,"Tarsia, Christofolo [Dragomano]",,undetermined,,,
1625.0,doc_dragoman_venetian_archive_223,"Tarsia, Marco [gdl]",,undetermined,,,
1624.0,doc_dragoman_venetian_archive_223,"Tarsia, Ruggier [gdl]",,undetermined,,,
1619.0,doc_dragoman_venetian_archive_223,"Vecchia, Paulo [gdl]","Vecchia, Paolo",undetermined,,,
1631.0,doc_dragoman_venetian_archive_224,repairs to bailo's house,delete,undetermined,,,
1632.0,doc_dragoman_venetian_archive_224,"Salvago, [Gio: Battista]",,mentioned,,,
1633.0,doc_dragoman_venetian_archive_225,Inraim,,undetermined,,,
1634.0,doc_dragoman_venetian_archive_225,"Valareßo, Nicolò [sopracomito di galea]",,mentioned,,,
1639.0,doc_dragoman_venetian_archive_226,Dhimitri Vetraro,,undetermined,,,
1638.0,doc_dragoman_venetian_archive_226,"Gobato, Tomaso",,undetermined,,,
1635.0,doc_dragoman_venetian_archive_226,"Jerachi [Gerachi], Giorgio",,undetermined,,,
1637.0,doc_dragoman_venetian_archive_226,"Rosa, Lorenzo",,undetermined,,,
1636.0,doc_dragoman_venetian_archive_226,"Tarsia, Christoffolo",,mentioned,,,
1643.0,doc_dragoman_venetian_archive_228,"Battista Arduin, Giovanni","Arduin, Giovanni Battista",undetermined,,,
1642.0,doc_dragoman_venetian_archive_228,"Battisti, Giulio",,undetermined,,,
1641.0,doc_dragoman_venetian_archive_228,"Legrenzi, Angelo",,undetermined,,,
1640.0,doc_dragoman_venetian_archive_228,"Legrenzi, Michiel",,mentioned,,,
1644.0,doc_dragoman_venetian_archive_228,"Roda, Zuanne/Vignolla, Pierro",parse,undetermined,,,"Legrenzi, Michiel Legrenzi, Angelo Battisti, Giulio Battista Arduin, Giovanni Roda, Zuanne/Vignolla, Pierro|mentioned"
1645.0,doc_dragoman_venetian_archive_229,"Marullo, Alessandro [previous interprete, appointed 1585, deceased]",,mentioned,,,
1646.0,doc_dragoman_venetian_archive_230,Giovani della lingua,delete,undetermined,,,
1647.0,doc_dragoman_venetian_archive_232,Giovani di lingua,delete,undetermined,,,
1648.0,doc_dragoman_venetian_archive_233,Giovini di lingua,delete,undetermined,,,
1649.0,doc_dragoman_venetian_archive_234,Giovani di Lingua Curriers,delete,undetermined,,,
1650.0,doc_dragoman_venetian_archive_234,"Suranzo, Giovani [bailo]",,mentioned,,,
1651.0,doc_dragoman_venetian_archive_235,"Logoteti [Luogoteli, Logotetti], Michiel",,undetermined,,,
1652.0,doc_dragoman_venetian_archive_236,"Marcovich, Christoforo Boglizza, Nicola",parse,undetermined,,,"Marcovich, Christoforo Boglizza, Nicola"
1653.0,doc_dragoman_venetian_archive_237,"Naon, Tomaso [deceased] Tarsia, ? Brutti, ?",parse,undetermined,,,"Dragomans shouldn't marry|Naon, Tomaso [deceased] Tarsia, ? Brutti, ?|mentioned"
1654.0,doc_dragoman_venetian_archive_238,"Marselini, Francesco",,undetermined,,,
1655.0,doc_dragoman_venetian_archive_241,"Marucini, [Lodovico] Membre, [Michiel]",parse,undetermined,,,"Marucini, [Lodovico] Membre, [Michiel]"
1656.0,doc_dragoman_venetian_archive_242,"Marucini, Ludovico Protogero, Pasqual [Salvago], Matecca Salariati di Cottimo",parse,undetermined,,,"Marucini, Ludovico Protogero, Pasqual [Salvago], Matecca Salariati di Cottimo|mentioned"
1657.0,doc_dragoman_venetian_archive_243,"Marucini, Matthio",,undetermined,,,
1659.0,doc_dragoman_venetian_archive_246,"Anzelieri, Giovanni Pietro",,notary,,,
1658.0,doc_dragoman_venetian_archive_246,"Molin, Francesco da Piero, Hieronimo",,mentioned,,,
1663.0,doc_dragoman_venetian_archive_247,Hier.mo,Hieronimo,undetermined,,,
1660.0,doc_dragoman_venetian_archive_247,Marucini,,undetermined,,,
1662.0,doc_dragoman_venetian_archive_247,Matthio Alberti,"Alberti, Matthio",undetermined,,,
1661.0,doc_dragoman_venetian_archive_247,"Turco, Mehemet Celebi [coza]",Mehmet Çelebi,mentioned,,,
1665.0,doc_dragoman_venetian_archive_248,[Lodovico] Alessandri,delete,undetermined,,,
1667.0,doc_dragoman_venetian_archive_248,[Marchio],,undetermined,,,
1666.0,doc_dragoman_venetian_archive_248,[Vicenzo] Spinelli,,undetermined,,,
1664.0,doc_dragoman_venetian_archive_248,Matteo Fontana,"Fontana, Matteo",undetermined,,,
1669.0,doc_dragoman_venetian_archive_249,Baldissera,,undetermined,,,
1668.0,doc_dragoman_venetian_archive_249,Matthio Marucini,"Marucini, Matthio",undetermined,,,
1670.0,doc_dragoman_venetian_archive_250,"Medun, Zuanne",,undetermined,,,
1671.0,doc_dragoman_venetian_archive_255,"Membre, Michele",,undetermined,,,
1672.0,doc_dragoman_venetian_archive_258,"Figolin, Marc'Antonio",,notary,,,
1676.0,doc_dragoman_venetian_archive_259,"Alvise Vico, Domenego d'",,,,,
1674.0,doc_dragoman_venetian_archive_259,"Fiume, Zuane",,notary,,,
1675.0,doc_dragoman_venetian_archive_259,Michiel Milan,,,,,
1673.0,doc_dragoman_venetian_archive_259,Milan,,mentioned,,,
1677.0,doc_dragoman_venetian_archive_260,Ziliol Giulio,"Ziliol, Giulio",notary,,,
1678.0,doc_dragoman_venetian_archive_261,"Turco, Cubat Chiaus",Kubat - Çavuş,mentioned,,,
1684.0,doc_dragoman_venetian_archive_262,"[Emmanuel, Filippo] [Membre's nephew, not mentioned by name]","Emanuel, Filippo",undetermined,,,
1685.0,doc_dragoman_venetian_archive_262,"[Membre's nephew, not mentioned by name]",delete,undetermined,,,
1683.0,doc_dragoman_venetian_archive_262,"Bellocchio, Isabella",,undetermined,,,
1681.0,doc_dragoman_venetian_archive_262,"Indiano, Michiel [sensale]",,undetermined,,,
1679.0,doc_dragoman_venetian_archive_262,"Membrè, Michele",,undetermined,,,
1682.0,doc_dragoman_venetian_archive_262,"Morandi, Zuanne",,undetermined,,,
1680.0,doc_dragoman_venetian_archive_262,"Zabanello, Francesco",,mentioned,,,
1686.0,doc_dragoman_venetian_archive_263,Ibrahim Bey,İbrahim Bey,undetermined,,,
1688.0,doc_dragoman_venetian_archive_264,"Cocco, Lorenzo [Provveditor del Zante]",,mentioned,,,
1687.0,doc_dragoman_venetian_archive_264,"Mocenigo, Demetrio",,undetermined,,,
1689.0,doc_dragoman_venetian_archive_265,"Molino, Giovanni [Ankiwrac'i, Yovhannes]",,undetermined,,,
1690.0,doc_dragoman_venetian_archive_265,see transcript of preface & dedication w biographical information in record on Molino in My Bibliography,delete,notary,,,
1695.0,doc_dragoman_venetian_archive_266,"Allepino, Ali [turkish merchant]",Halebli Ali,undetermined,,,
1696.0,doc_dragoman_venetian_archive_266,"Bragadin, [Marino] [AdC, employer]",,undetermined,,,
1691.0,doc_dragoman_venetian_archive_266,"Scaramelli [Francesco, dragoman]",,mentioned,,,
1692.0,doc_dragoman_venetian_archive_266,"Suliman, Jusuf de [turkish merchant]",,undetermined,,,
1694.0,doc_dragoman_venetian_archive_266,"Tirandi, Angelo [sensale]",,undetermined,,,
1693.0,doc_dragoman_venetian_archive_266,"Velutello, Marc'Antonio [merchant who works w turks, ks Turkish]",,undetermined,,,
1697.0,doc_dragoman_venetian_archive_267,"Mosta, Filippo",,undetermined,,,
1698.0,doc_dragoman_venetian_archive_268,"Naon, Gio: Battista",,undetermined,,,
1699.0,doc_dragoman_venetian_archive_268,"Salvago, [Giovanni Battista]",,mentioned,,,
1718.0,doc_dragoman_venetian_archive_269,[Paulo,,undetermined,,,
1713.0,doc_dragoman_venetian_archive_269,Ambroso Girachi,,undetermined,,,
1704.0,doc_dragoman_venetian_archive_269,"Brutti, Christofor [gdl",,undetermined,,,
1705.0,doc_dragoman_venetian_archive_269,"Effendi, Omer [cozza",Ömer Efendi,undetermined,,,
1712.0,doc_dragoman_venetian_archive_269,Gio: Battista's son,,undetermined,,,
1714.0,doc_dragoman_venetian_archive_269,Giorgio Naon,"Navon, Giorgio",undetermined,,,
1716.0,doc_dragoman_venetian_archive_269,Giovanni [gdl,,undetermined,,,
1717.0,doc_dragoman_venetian_archive_269,Giovanni Vecchia,"Vecchia, Giovanni",undetermined,,,
1708.0,doc_dragoman_venetian_archive_269,Grillo,,undetermined,,,
1711.0,doc_dragoman_venetian_archive_269,"Lunardo, Tarsia [gdl","Tarsia, Lunardo",undetermined,,,
1703.0,doc_dragoman_venetian_archive_269,"Naon, Alessandro [gdl",,undetermined,,,
1700.0,doc_dragoman_venetian_archive_269,"Naon, Gio: Battista [dragoman, deceased]",,undetermined,,,
1707.0,doc_dragoman_venetian_archive_269,Olivieri,,undetermined,,,
1709.0,doc_dragoman_venetian_archive_269,"Parada, Michiel [gdl",,undetermined,,,
1715.0,doc_dragoman_venetian_archive_269,Pasqua Piron,"Piron, Pasqual",undetermined,,,
1710.0,doc_dragoman_venetian_archive_269,"Sanguinazzo, Domenico [gdl",,undetermined,,,
1702.0,doc_dragoman_venetian_archive_269,"Scoccardi, Gio: Andrea [Medico di Casa]",,undetermined,,,
1701.0,doc_dragoman_venetian_archive_269,"Silvistrò, Antonachi [speciale da Midicine]",,mentioned,,,
1706.0,doc_dragoman_venetian_archive_269,"Tarsia, [Christoforo",,undetermined,,,
1719.0,doc_dragoman_venetian_archive_270,"Naon, Tommaso",,undetermined,,,
1720.0,doc_dragoman_venetian_archive_273,"Navon, Pasqual",,undetermined,,,
1721.0,doc_dragoman_venetian_archive_276,"dalla Croce, Bernardo [giudice delegato]",,mentioned,,,
1722.0,doc_dragoman_venetian_archive_277,"Mauroiani, Andrea",,undetermined,,,
1725.0,doc_dragoman_venetian_archive_279,[Vincenzo degli],,undetermined,,,
1723.0,doc_dragoman_venetian_archive_279,Membre,,mentioned,,,
1724.0,doc_dragoman_venetian_archive_279,Michiel Alessandri,,undetermined,,,
1726.0,doc_dragoman_venetian_archive_281,"Nicolich, Simon q. Pietro",,undetermined,,,
1727.0,doc_dragoman_venetian_archive_283,"Borisi, Marc' Antonio Salvago [Gio: Battista] [Dragomano]",,mentioned,,,
1728.0,doc_dragoman_venetian_archive_286,Gioveni della Lingua not allowed to leave house at night,delete,undetermined,,,
1729.0,doc_dragoman_venetian_archive_287,"Nores, Elena q. Giacomo de",,undetermined,,,
1730.0,doc_dragoman_venetian_archive_287,"S. Maria Benedetti era monaca in monasterio di S. Marta Croce, Za' Antonio [grantee]",parse,mentioned,,,"Nores, Elena q. Giacomo de|S. Maria Benedetti era monaca in monasterio di S. Marta Croce, Za' Antonio [grantee]|mentioned|Mastaleo, Alberto|notary"
1732.0,doc_dragoman_venetian_archive_288,"[Turco,] Mehmet Bei [già Sanzaco di Secsar]",Mehmet - Sabıkan Secsar Sancakbeyi,mentioned,,,
1731.0,doc_dragoman_venetian_archive_288,"Nores, Giacomo",,undetermined,,,
1734.0,doc_dragoman_venetian_archive_289,Collegio Secreta Esposizioni principi; [there might be more in other volumes]; thanks to Maartje van Gelder,delete,notary,,,
1733.0,doc_dragoman_venetian_archive_289,"Nores, Giacomo; Armeno, Hoggia Seffer",parse,undetermined,,,"Nores, Giacomo; Armeno, Hoggia Seffer|Collegio Secreta Esposizioni principi; [there might be more in other volumes]; thanks to Maartje van Gelder|notary"
1735.0,doc_dragoman_venetian_archive_291,"Nores, Giacomo [de]",,undetermined,,,
1736.0,doc_dragoman_venetian_archive_294,"Nores, Giacomo di",,undetermined,,,
1737.0,doc_dragoman_venetian_archive_295,"Chiaus Francolin, Piero",,mentioned,,,
1738.0,doc_dragoman_venetian_archive_299,"Nores, Giacomo de; Negroni Andrea",parse,undetermined,,,"Nores, Giacomo de; Negroni Andrea|Membre, Michiel|mentioned|irstg case for connection b/w linguistic and mercantile mediation|notary"
1741.0,doc_dragoman_venetian_archive_300,"Garzoni, Camillo",,,,,
1740.0,doc_dragoman_venetian_archive_300,"Veniero, [Pietro] [gdl]","Venier, Pietro",undetermined,,,
1739.0,doc_dragoman_venetian_archive_300,"Vico, Zuanne [brother of bailo's secretary]",,mentioned,,,
1747.0,doc_dragoman_venetian_archive_301,"Dawes, William",,undetermined,,,
1745.0,doc_dragoman_venetian_archive_301,"Franceschi, Gio: Battista di [vice console in Tripoli]",,undetermined,,,
1744.0,doc_dragoman_venetian_archive_301,"Grillo, Agostin f. Ambroso [witness, Dragoman]",,undetermined,,,
1742.0,doc_dragoman_venetian_archive_301,"Olivieri, Carlo Pera, Dominico di",,undetermined,,,
1746.0,doc_dragoman_venetian_archive_301,"Pate, William",,undetermined,,,
1743.0,doc_dragoman_venetian_archive_301,"Salvago, Gianesino q. Mattheca [witness, dragoman]",,mentioned,,,
1748.0,doc_dragoman_venetian_archive_303,"Olivieri, [Giovanni]",,undetermined,,,
1749.0,doc_dragoman_venetian_archive_303,"Turco, Ibrain Bassà Ebreo, Rosales Draperis dragomano Turco, Munir Agà",Ibrain Bassà; Rosales Ebreo; Draperis; Munir Agà,mentioned,,,
1750.0,doc_dragoman_venetian_archive_304,Orembey,,undetermined,,,
1751.0,doc_dragoman_venetian_archive_305,"Pace, [Girolamo]",,undetermined,,,
1752.0,doc_dragoman_venetian_archive_306,"Pace, Gerolamo",,undetermined,,,
1753.0,doc_dragoman_venetian_archive_309,"Pace, Gerolamo della",,undetermined,,,
1754.0,doc_dragoman_venetian_archive_310,"Pace, [Gerolamo della]",,undetermined,,,
1755.0,doc_dragoman_venetian_archive_311,"Pace, Gierolamo dalla",,undetermined,,,
1756.0,doc_dragoman_venetian_archive_312,"Paleologo, Todaro [Teodoro]",,notary,,,
1758.0,doc_dragoman_venetian_archive_313,"Navone, [Tommaso?]",,undetermined,,,
1757.0,doc_dragoman_venetian_archive_313,"Panaggiotti Navone, [Pasquale]",,undetermined,,,
1760.0,doc_dragoman_venetian_archive_314,"Chilet [Dragomano Grande di Francia] Draperis, [Zorzi?]",,mentioned,,,
1759.0,doc_dragoman_venetian_archive_314,Panagioti,,undetermined,,,
